"price","retail_price","units_sold","uses_ad_boosts","rating","rating_count","countries_shipped_to","origin_country","merchant_title","merchant_satisfaction","merchant_rating_count","merchant_rating","merchant_id","merchant_has_profile_picture","product_id","merchant_satisfaction_temp"
8,7,5000,1,3.8,757,44,"CN","New Lucky",89,246312,4.2,"5406c9c77f086e1be430d73e",0,"5c9450f3dd30f5586dfa47f0","89 % avis positifs (246,312 notes)"
8,22,10000,0,3.7,904,43,"CN","wuxinqiudress21076",87,6651,4.08,"5b52ea49b56d05463d973207",0,"5e5cb06e8ac7c478f8cc2cb5","87 % avis positifs (6,651 notes)"
12,11,1000,1,3.76,899,43,"CN","feelyourrelax",86,1990,4.05,"597eda458696be7dab480a44",0,"5b629b6da70ab967b5402657","86 % avis positifs (1,990 notes)"
9,8,10000,1,3.84,1982,30,"CN","keepahorse",88,66644,4.14,"577fb2b368116418674befd9",1,"5c8622c240fb5753d489ae2e","88 % avis positifs (66,644 notes)"
8,7,20000,0,3.33,3216,43,"CN","young's boutique",NULL,54504,3.8,"55c8029641d799421d41fe3a",1,"5c3444e69740a97bc41bdb5e","(54,504 notes)"
5,51,10,0,5,0,36,"CN","hxt520",86,295,3.99,"5d464a1ffdf7bc44ee933c65",0,"5eb90ab5ad67f63678d15ed9","86 % avis positifs (295 notes)"
11,50,100,1,3,9,36,"CN","zhihuigshop",56,17,2.94,"5e8d923d20c9b7545017f1f9",0,"5ea79fc6579d081c80f57b08","56 % avis positifs (17 notes)"
11,10,1000,0,4.29,410,21,"CN","DEMANGO FASHION SPORTS",80,1733,3.84,"57b1288be4830507cc9f586a",0,"5d24618d5b4a6c625d6e931a","80 % avis positifs (1,733 notes)"
9,8,5000,0,3.75,429,41,"CN","jmm926",79,1029,3.82,"5ad6ddb822fad74c8ed3fa3a",0,"5dd624d86c7b2c9de52362af","79 % avis positifs (1,029 notes)"
7,13,10000,0,3.12,567,42,"CN","shishishi",81,5934,3.85,"5829d1ca96db262f04db2063",0,"5dd39d1da55d5466dc560252","81% Positive Feedback (5,934 ratings)"
6,6,100,0,3.93,41,38,"CN","Mermaid 's Kiss",NULL,151249,4.05,"5860c757b1e41d4d67d183e8",0,"5cd3e833034a3c2ceeed0ba9","(151,249 notes)"
1.65,2,1000,1,3.67,191,38,"CN","zuilangmanDS",84,5654,3.96,"56fba259138ef73c2a749a56",0,"5df77ce97ad7980a900781e0","84 % avis positifs (5,654 notes)"
11,106,20000,1,3.92,10150,45,"CN","hechuang1001",86,25093,4.07,"53e03f56ff4d6d36d2285ab0",1,"5a211e5fb2f70e3fded9ea3e","86 % avis positifs (25,093 notes)"
11,85,1000,1,4.08,454,40,"CN","heilnielmiw",93,895,4.33,"5b66b2f303523d3caa84aed5",0,"5d0214aff779d1671ecff865","93 % avis positifs (895 notes)"
7,6,1000,0,4.12,442,47,"CN","taotaobeibei",88,1369,4.06,"58748c070e230b22a1ab5bc2",0,"5947a7f69009d76370a4cd97","88 % avis positifs (1,369 notes)"
8,72,1000,0,4.01,153,41,"CN","May One",82,4136,3.91,"575a9d8d6813ab5ceeb09521",0,"5d0b42183ae5dc63a3a94efe","82 % avis positifs (4,136 notes)"
15,13,5000,0,3.95,1632,41,"CN","kljolk",86,32323,4.04,"59cc8ef5776ab943e535b888",0,"5a4ef583061be948d524c8e8","86 % avis positifs (32,323 notes)"
9,46,100,0,4.86,7,74,"CN","zhaoyunyun",NULL,2228,4.23,"59815a929fbc512d72137ba5",0,"5e70ba09e3d51e1002f7cf8e","(2,228 notes)"
7,6,10000,0,4.41,3078,17,"CN","High Flagship Store",88,11264,4.1,"5780c6b2e8aa893157a3286f",0,"5b039ca98d537915d3dd0071","88 % avis positifs (11,264 notes)"
11,10,100,1,3.08,39,47,"CN","lqyaim",79,103,3.69,"5c7dee45a0e257512a5dd7f0",0,"5ed89213b14bb80600d2468a","79 % avis positifs (103 notes)"
8,13,100,0,4.04,57,51,"CN","huaxianglarou",90,4516,4.23,"5ae93337d204cc177313f242",0,"5d2c36f4010ae87eef758d55","90 % avis positifs (4,516 notes)"
22,159,1000,0,4.04,235,80,"CN","liuxiaojun",NULL,541,4.1,"55e51e53c9f8235d17759948",0,"5e573e6360f35b2661fff9dc","(541 notes)"
11,10,1000,0,3.89,140,42,"CN","Girls' showtime",89,124563,4.19,"5860cf7b0929fc4d76180aed",0,"59438e8f609fe23d637ddf41","89 % avis positifs (124,563 notes)"
6,6,1000,1,3.73,142,50,"CN","LALALA FASH",81,3053,3.86,"571b38e66c39b141b1ad43e1",0,"5e9141ec67b78030f67d01f8","81 % avis positifs (3,053 notes)"
6,38,5000,0,4.22,958,40,"CN","Simple_style",91,213709,4.29,"58216982dd9916453fe2d1a1",0,"58e6e016b5b91e192b207346","91 % avis positifs (213,709 notes)"
9,50,100,1,3.84,37,42,"CN","Raverks",83,3237,3.95,"55dc2bf3b92a5941ebd4ecf2",0,"5e5b7192cf4480c25cbc626c","83 % avis positifs (3,237 notes)"
12,11,20000,1,3.64,1711,36,"CN","Pentiumhorse",89,55499,4.14,"5926c5ace8ff5525241b368d",0,"5cc40501e824b607860ec588","89 % avis positifs (55,499 notes)"
6,6,20000,1,3.71,2706,38,"CN","MlhaxzylgFashionStore",87,6714,4.07,"59c0e0168696be51cef38e93",0,"5abb034f5e2ae16763047591","87 % avis positifs (6,714 notes)"
9,33,5000,0,3.81,719,45,"CN","Sammy ",89,139788,4.17,"5406cabdc5c2464980dc6314",0,"5b035ff3bc3b6a7a3e91811b","89 % avis positifs (139,788 notes)"
18,47,100,0,4.62,34,82,"CN","Liuxixi",90,1465,4.23,"58d12c00b9d9d6505a44c4e6",1,"5e97f85b737a610159cf5efa","90 % avis positifs (1,465 notes)"
11,108,5000,0,2.95,299,52,"CN","Xiaojun579",81,2608,3.87,"5ba8dffeb2f5b12221c73576",0,"5d6e5c9b045a156519de6483","81 % avis positifs (2,608 notes)"
13,13,1000,0,3.7,332,52,"US","william pollard",86,4048,4.06,"583edf165022c71b82d1d6c7",0,"5cb541909a4d0e69ecb34301","86 % avis positifs (4,048 notes)"
11,38,20000,1,3.66,8971,42,"CN","beauty_baby_baby",88,73701,4.11,"576bbb443a698c085103c010",0,"58f5ebbc9895db01c700c615","88 % avis positifs (73,701 notes)"
11,10,1000,0,4.09,100,20,"CN","new top",88,6300,4.08,"544e3da38edcfa4c456f6181",0,"5d9077c6e6119333db096ce2","88 % avis positifs (6,300 notes)"
11,10,100,0,4.14,51,43,"CN","Chinese style_GQ",90,16994,4.26,"590189980094b829518713b8",1,"5b126e3ef1fce6262041d8b3","90 % avis positifs (16,994 notes)"
9,34,50,0,5,0,41,"CN","Adrea boutique",86,14676,4.07,"55f7c64b3a698c4749f3bccf",0,"5e86c978d4bc413d5735e5ea","86 % avis positifs (14,676 notes)"
2.83,3,20000,1,3.62,1742,20,"SG","Recherche.sg",84,3791,3.92,"5810aa5bde5bf01b645c909e",0,"5dd900306a7d4f0c672f6e30","84 % avis positifs (3,791 notes)"
15,28,100,1,3.23,69,51,"CN","qysm6688",NULL,897,3.85,"5bdbb9048a83b5678f43462b",0,"5c9b2bded2430a1d4535ed64","(897 notes)"
14,68,5000,1,3.44,734,40,"CN","summernights",90,13075,4.23,"59538508e81e8a67610d9c8b",0,"5cf66417936ead236e2015d1","90 % avis positifs (13,075 notes)"
12,14,10,0,5,0,22,"CN","fengguijieshop",87,52,3.88,"5e5cb2f077179e1ac07004a2",0,"5ea7e2d949b52108c6560c5b","87 % avis positifs (52 notes)"
5.81,30,100,0,2.61,18,41,"CN","Denas Fashion",82,26473,3.89,"55dc300452a04b658ad68139",0,"5e743eded2656b046017c719","82 % avis positifs (26,473 notes)"
16,22,100,1,3.15,72,34,"CN","huangdewen",73,79,3.42,"5e675a4b48763f1940d6ab3b",0,"5e951ed83843b713841430e1","73 % avis positifs (79 notes)"
7,6,100,0,3.8,61,45,"CN","enjoy the sunshine",NULL,139607,4.22,"59257409b674b15e8191b8de",0,"5c9212fc8de79667e3c7ca59","(139,607 notes)"
8,42,1000,0,3.95,449,40,"CN","Unnistore",85,47981,4.03,"5684eae9daaaee26a0fdadba",0,"5abb107507c7b470f5efc3cf","85 % avis positifs (47,981 notes)"
12,13,10000,0,3.56,893,42,"CN","Fashion Show Style",NULL,117487,4.09,"5448701f90c77609a237f99f",0,"554b114fff561a1235152554","(117,487 ការវាយតម្លៃ)"
11,76,1000,1,4.1,364,40,"CN","ufeelme",NULL,6343,4.15,"5a54add17dee4a20b31ef567",0,"5a755aca35ca8610fb54bfc3","(6,343 notes)"
11,14,1000,0,3.93,651,83,"CN","xff",91,6383,4.28,"58d9f311fe9cae52ce0213ec",0,"5cb14fc53632e85803d4e328","91 % avis positifs (6,383 notes)"
5.69,5,5000,0,3.61,437,39,"CN","beihaidaofj",89,2114,4.23,"5ad02d61ccf0c866db06b8c9",0,"5b977f816c03331992548158","89 % avis positifs (2,114 notes)"
12,11,100,1,3.28,40,38,"CN","bazaretsaintfrusquin",NULL,7936,3.96,"56c6a33fabb774437118cd63",0,"5e9d34befcc85c593db92d5c","(7,936 notes)"
7,13,50000,1,3.35,9075,40,NULL,"freebird",NULL,839882,4.1,"52bd3ddb34067e4620a4c62d",0,"552f840fcea30816e52aabcf","(839,882 notes)"
5.66,5,10000,1,4.29,2068,138,"CN","SOLID VALUE",NULL,2174765,4.36,"5bd0a13aa8f4bb2739445be4",0,"5c4a036b77c75a26fc78fb02","(2,174,765 notes)"
8,7,20000,0,3.39,2877,47,"CN","GL",89,402743,4.16,"53facca81c105e3d5866e212",1,"569de6363e68eb0d85e0cded","89 % avis positifs (402,743 notes)"
5,5,10000,1,3.88,1109,50,"CN","redisland",NULL,59903,4.15,"557ed5b886d66519ff242099",1,"5cb3f6030aa3a43bd26d5af9","(59,903 notes)"
14,13,5000,0,4.16,2082,31,"CN","SEABOY2",NULL,5841,4.22,"5b235f8ad1c3603c027fdcda",0,"5b2b24dd7fc4eb3f593dac62","(5,841 notes)"
8,7,10000,0,4.02,2694,31,"CN","Honest Fashion shopping",91,10258,4.24,"570d017b1b4ca758e18e407d",1,"574eaac76283f860b772ba47","91 % avis positifs (10,258 notes)"
11,21,1000,0,4.08,545,70,"CN","hoastlnen",NULL,33303,3.98,"58d3828699637874f89eb45a",0,"5cc40a4d1d09f56e4fafa12e","(33,303 ratings)"
9,8,5000,1,3.61,1926,41,"CN","OOWW FASHION",85,73271,3.95,"5495976a40b3782bc8b3654a",1,"57f70798531e39192c0db8e6","85 % avis positifs (73,271 notes)"
8,56,10000,1,3.59,1285,36,"CN","sunsunxinxin",82,1260,3.8,"5d4b891183889735374d3c88",0,"5e142bd2ffb8db76f604cfc7","82 % avis positifs (1,260 notes)"
3,3,50000,0,3.81,11408,38,"CN","Mermaid 's Kiss",86,151249,4.05,"5860c757b1e41d4d67d183e8",0,"587dc542c334b3508f79d68b","86 % avis positifs (151,249 notes)"
6,17,5000,1,3.9,813,38,"CN","haohuangsheng",91,22765,4.24,"569f632ed5f0840dda331a97",0,"594b8b92a8834639b6a09295","91 % avis positifs (22,765 notes)"
3.86,6,50,0,4,6,20,"CN","ZALA Rainbows Store",83,4098,3.86,"58008d25047bed1ad1940bff",0,"5ec899f21043f127b20955af","83 % avis positifs (4,098 notes)"
9,8,5000,0,4.03,827,42,"CN","Girls' showtime",89,124563,4.19,"5860cf7b0929fc4d76180aed",0,"5ad714f9c4791873311ac156","89 % avis positifs (124,563 notes)"
5.89,5,5000,0,3.25,392,24,"CN","pan-emily",81,4295,3.85,"5b1522ab7b94e12ee3d455c9",0,"5e943811e6cd6f1680c64414","81 % avis positifs (4,295 notes)"
11,17,1000,0,3.62,462,36,"CN","Smallspring.X",88,5880,4.14,"5b08f027c2586968afffb44f",0,"5cc2c7e11f6e1263c6169d59","88 % avis positifs (5,880 notes)"
8,7,20000,1,3.95,9337,38,"CN","Jinqianbao888",86,40245,4,"55769de4fa0be7249554bce2",0,"56ab07ee59a6820f0a29f468","86 % avis positifs (40,245 notes)"
2,8,50,0,3.88,8,40,"CN","schmuckdesignonline",83,7248,3.94,"56c94ae6df108f5af83b1e0f",0,"5e9587727e435f174603150e","83 % avis positifs (7,248 notes)"
5.66,5,100,1,3.41,27,48,"CN","keidjur",80,1129,3.83,"5d51381f933fb16c06bb9d71",0,"5e4501ec336e3e324049e199","80 % avis positifs (1,129 notes)"
9,8,100,0,4.1,10,26,"CN","yxz888",85,4402,4.02,"5aed66b2f0b75f35a1bd6615",0,"5eb3a12911440f2634f0dbb3","85 % avis positifs (4,402 notes)"
8,9,100,1,4.08,61,39,"CN","Modernhatshop",NULL,1585,4.08,"5ac1db0a1c256d3bd25188f4",0,"5caeb60f046e927ba20e27eb","(1,585 notes)"
9,8,1000,0,3.78,282,43,"CN","speedup",86,16523,4.04,"58c921126c30436b692b1ead",0,"5c9f318958417d39264a7878","86 % avis positifs (16,523 notes)"
2.76,17,1000,1,4.33,49,43,"CN","Sonick",88,11505,4.14,"565c13ad389b9b2df29caa32",0,"5e9d28099fb1a6c87938eb06","88 % avis positifs (11,505 notes)"
7,9,10000,1,4.47,1838,43,"CN","yangboyang",89,8727,4.16,"5acc6cc0c3911a32ad141f60",0,"5adf04b7f3bcca2a870d2104","89 % avis positifs (8,727 notes)"
6,43,1000,0,3.46,566,43,"CN","snowgirl",84,36361,3.97,"5639cd9bddb94f103070ef9f",0,"5c3c203632a6a40bc2a9c5d9","84 % avis positifs (36,361 notes)"
8,21,100,0,4.06,36,48,"CN","jjqiiozoqv",91,5781,4.27,"5ae90e716691361cdb40fb0b",0,"5d5a4895a5d03a4088690b06","91 % avis positifs (5,781 notes)"
8,9,1000,1,4.16,45,42,"CN","chillerty",82,21012,3.89,"56d572b08ec6660796b65705",0,"5e9544e52c07571a03ec85a8","82 % avis positifs (21,012 notes)"
8,85,20000,0,3.37,5685,47,"CN","GL",89,402743,4.16,"53facca81c105e3d5866e212",1,"5763e16461221c639c5ec734","89 % avis positifs (402,743 notes)"
8,7,1000,1,3.55,120,42,"CN","stayflyskate",NULL,7348,4.14,"56cc2ea09879a4136344cf49",0,"5da95c1665eaf90d411b3bd0","(7,348 notes)"
3.67,9,5000,0,3.32,510,111,"CN","bestwsih4u",NULL,253249,4.07,"53e4bb20ff4d6d1b68bdb6d1",1,"5a6f52aef718e05afa275acd","(253,249 notes)"
12,81,20000,0,4.08,1799,38,"CN","fashionforgirls",88,151914,4.13,"53aa664438d3046ee44a5024",0,"53c8f05046188e57778ac77c","88 % avis positifs (151,914 notes)"
13,11,20000,1,4.06,4378,43,"CN","Fancykini Wardrobe",91,44067,4.29,"53208a086fa88c662a693514",0,"5942193c9b78fd772abfc706","91 % avis positifs (44,067 notes)"
9,8,5000,1,3.89,740,26,"CN","chaokelaihuanxishangpu",86,24771,4.05,"57adc71ab0960b039817e137",0,"5cd5116066c86729ee53cc1e","86 % avis positifs (24,771 notes)"
9,85,50,1,4.63,8,36,"CN","Guifen underwear",86,54,4.19,"5e72dc545021d6138b405bdc",0,"5eb8f74fad8d1085b5bac034","86 % avis positifs (54 notes)"
8,7,100,0,3.38,42,14,"CN","wait amoment",80,198,3.84,"5d5abf5b33f0b44411c05032",0,"5e687ba49f25130c8ef07f36","80 % avis positifs (198 notes)"
12,11,10000,0,4.14,3560,30,"CN","Chen Tidal current clothing",85,19521,3.98,"5620c3b23a698c4bc7d17e8c",1,"5ad8a6fda7d4844b7e6d9e5e","85 % avis positifs (19,521 notes)"
5,75,100,1,3.8,15,43,"CN","Horliday",82,17612,3.89,"583d245d0d44637eb04d1c8f",0,"5e79a719493d722c8e4fcd4d","82 % avis positifs (17,612 notes)"
6,6,5000,0,4.27,901,31,"CN","LONG Fashion mail",89,9486,4.18,"56db028b3a9cb801c374b3c6",1,"5c932eafa1a838592a672364","89 % avis positifs (9,486 notes)"
8,7,5000,0,4.34,719,43,"CN","makingsuper",85,15348,4.01,"57fde031235aaa1926afe803",0,"5afbce54b0708d5b7ca09377","85 % avis positifs (15,348 notes)"
8,59,20000,1,4.03,5929,42,"CN","fengyizubao1",NULL,15006,4.08,"55af776cc982de2775ba26d2",0,"5a925ede414de21cb29cba9e","(15,006 notes)"
8,7,20000,0,3.41,5781,40,NULL,"BUSINESS INDUSTRY",90,32923,4.21,"542a670d4f66d92eba599455",0,"56f640b461d6cf68cb5c5d83","90 % avis positifs (32,923 notes)"
18,16,20000,0,4.23,4421,10,"CN","Pandolah Apparel Co.,Ltd",94,18910,4.39,"5384613a796f680f9d78a127",1,"5656be5c8f5f02126fd6babc","94 % avis positifs (18,910 notes)"
3.93,24,100,0,3.54,57,28,"CN","XIUZHENfashion",89,2399,4.21,"5b13817f0128754174259044",0,"5e9ff9f8627b2e2e6531fb85","89 % avis positifs (2,399 notes)"
11,10,100,1,3.12,25,55,"CN","wangjiangxu",84,7076,3.97,"58311e2257e86a1b8863f74c",0,"5e96a75c5ccddf1c40dfcb9d","84 % avis positifs (7,076 notes)"
8,7,1000,0,4.37,578,31,"CN","good999",90,17816,4.18,"56e43d9e3a698c3826a5feff",1,"5cd93efe5ea312479d7b1400","90 % avis positifs (17,816 notes)"
11,59,100,1,4.33,3,41,"CN","shenzhenxiaozhishangpu",84,38258,3.96,"5788dc8d88eb7a2e8a04b1b2",0,"5ed0b14ac170044ba20d1b17","84 % avis positifs (38,258 notes)"
7,26,5000,0,4.01,542,37,"CN","Ruo Qiong Shop",90,8242,4.22,"57fc688ffcd3bb1955cb6f31",0,"5cee1ddd050d347f75e6668e","90 % avis positifs (8,242 notes)"
9,43,1000,0,4.74,47,41,"CN","reyoun",84,4773,4,"5b29ff427752c84390ed6ecf",0,"5eb24e953a4167257cc30700","84 % avis positifs (4,773 notes)"
9,8,20000,1,3.88,6360,39,"CN","zhenyangongyequ7766",87,40616,4.1,"556fc80f95528719e004fe8b",0,"5578fe96893ec31c0ad635e6","87 % avis positifs (40,616 notes)"
11,10,20000,0,3.73,8609,41,"CN","shenzhenfuzhuangmaoyiyouxiangongsidianpu",84,32394,3.92,"57864d704d669274929898fb",0,"5809ab4aa964b43cbe7b19ef","84 % avis positifs (32,394 notes)"
11,84,20000,0,3.53,3572,60,"CN","byebyebye",86,11965,4.02,"570b68b9e902df590e48d196",0,"591c1155b9317f274dbaac86","86 % avis positifs (11,965 notes)"
7,6,10000,0,4.34,3079,37,"CN","A small twist of sweet fruit",92,9661,4.29,"58b81d56e3f66d59b36812ac",0,"5b04d636306ac3182e2481f9","92 % avis positifs (9,661 notes)"
3.93,4,100,1,4.4,10,20,"SG","Recherche.sg",84,3791,3.92,"5810aa5bde5bf01b645c909e",0,"5ecb610b60d793319e3a06a0","84 % avis positifs (3,791 notes)"
7,6,5000,0,4.38,996,41,"CN","longfeifengwu",85,130598,3.95,"5667f9745eec70268023940b",0,"5cef6f6f1d8cd844d8dade14","85 % avis positifs (130,598 notes)"
3.7,9,10,0,2.25,4,35,"CN","Supuma Wall Sticker",78,72,3.78,"5e4f81dc968c88593150e98e",0,"5eb252858a2fcf27fbd81ece","78 % avis positifs (72 notes)"
8,51,100,0,4.29,31,43,"CN","MSyongan",81,5846,3.83,"5a792e56a71fbf471cf1fc99",0,"5d78eb19cc404c03393c83b5","81 % avis positifs (5,846 notes)"
8,7,1000,0,4.11,439,31,"CN","haoyouduooo",91,14298,4.26,"582ff94e0d44631042fe7c41",0,"5c72abadba08b264e3aebb9a","91 % avis positifs (14,298 notes)"
15,13,1000,0,4.41,277,32,"CN","mekemoneyemm",91,1038,4.25,"5aad329608a224392d805720",0,"5ce21d4c033389325d443022","91% Feedback pozitiv (1,038 rating)"
5,5,1000,1,3.74,149,36,"CN","Pentiumhorse",89,55499,4.14,"5926c5ace8ff5525241b368d",0,"5d4fb2a715168b6ba86ad354","89 % avis positifs (55,499 notes)"
5.77,5,100,1,4,4,31,"CN","hufscfshkuhjdfs",NULL,8996,3.92,"5b348167af6b3122dba38825",0,"5ec773b5967eb036b2c2e668","(8,996 notes)"
5.9,5,5000,0,3.26,531,20,"CN","guanzhiming44553",86,7069,4.06,"5810bc6d61e38656e04e8ba2",0,"5d0097b7e372cc63e0376a4c","86 % avis positifs (7,069 notes)"
3.7,47,100,1,3.18,11,38,"CN","maxiaoxu",68,359,3.41,"5e61e5580705ac039c94c08f",0,"5ea914e163d59930cccc879c","68 % avis positifs (359 notes)"
5,5,1000,1,3.77,435,39,"CN","HuaBaoxuanhandicraftshop",91,3883,4.29,"5abf36d540626a753e8fc18a",0,"5cabfcdc32227053f6254ee6","91 % avis positifs (3,883 notes)"
9,8,5000,0,3.65,878,20,"CN","zhaojinghui",85,3915,3.99,"58160e10f870301b4bff64fc",0,"5b21200c62ecd114b51a00f4","85 % avis positifs (3,915 notes)"
16,18,100,0,3.88,69,41,"CN","Butgood",81,37753,3.83,"57ee5f0025e7c00ffe3f000c",0,"5de220d892bf939443e0eaf6","81% opinii pozytywnych (liczba ocen: 37,753)"
6,6,10000,0,4.34,1669,49,"CN","zhaowenxiang",92,2736,4.32,"5b2604207b94e16c00375350",0,"5c89b88e9a4d0e31e7532778","92 % avis positifs (2,736 notes)"
16,26,1000,0,3.67,450,28,"CN","Jutao Trading",90,12322,4.24,"595f3d28ce4e69232af53c32",0,"59636dbdc657d57012e8b3f3","90 % avis positifs (12,322 notes)"
3.76,4,1000,0,3.34,95,22,"CN","fuzhe622",87,3804,4.11,"5938e6a17fe241506f93503b",0,"5e54d231288c854858653a3c","87 % avis positifs (3,804 notes)"
8,30,1000,1,4.01,270,57,"CN","Ruihong Home&Garden Co.,ltd",90,2212,4.21,"5950d54a4b913a1174a7ae6d",0,"5ac302716931da0d71398f53","90 % avis positifs (2,212 notes)"
12,11,1000,0,4.05,614,42,"CN","rtgh",NULL,45151,4.03,"5836e38728f25753fe6af6a8",0,"5c19e627b5d6eb585a98b1e7","(45,151 notes)"
8,9,5000,1,4.07,775,43,"CN","Cenic Beauty",87,42919,4.11,"564d8a9ac0f55a1276cd96f8",0,"5d10313c6903be601a68191d","87 % avis positifs (42,919 notes)"
11,10,100,1,3.32,28,18,"CN","camilleziyan",NULL,1151,4.32,"580595bda46fa31f93d83357",0,"5ea7a6f6191e142dee990e0f","(1,151 notes)"
5,5,10000,0,3.94,2557,48,"CN","guangzhouweishiweifushiyouxiangongsi",83,32168,3.88,"558c2cdc89d53c4005ea2920",0,"5cba00c59cff0a2ef7bb8df3","83 % avis positifs (32,168 notes)"
5,76,1000,1,3.77,404,45,"CN","hechuang1001",86,25093,4.07,"53e03f56ff4d6d36d2285ab0",1,"5d0243123ae5dc7393474e4d","86 % avis positifs (25,093 notes)"
7,6,1000,1,3.8,46,35,"CN","Alliswell118",81,1685,3.81,"5d46751876befe56001de246",0,"5e60cf863cc066db7c05eeba","81% Positive Feedback (1,685 ratings)"
8,7,5000,1,4.02,1269,38,"CN","SZ Globe Fashion World",NULL,39395,4.05,"563a19d1f75382101530dc15",0,"5c5fce98075d674a6acc7b84","(39,395 notes)"
15,15,3,0,5,0,40,"CN","papastees",NULL,4150,4.25,"56a9df1b3a698c526f769805",0,"5ee4389b9d2ddf161dcb50c7","(4,150 notes)"
12,11,1000,0,3.81,341,13,"CN","jiayun shop",87,2248,4.15,"58259c456ebae74739ecfdc8",0,"5d0b4268d5c8e1784b6e23b4","87 % avis positifs (2,248 notes)"
7,6,100,0,4.15,27,56,"CN","liufengjiao",NULL,18529,4.14,"59f868d0eea5c51c2167d097",0,"5c95ca01202e6b700d5c5ee4","(18,529 notes)"
13,68,5000,1,3.97,1020,38,"CN","FashionForChanny ",91,165915,4.26,"53a2a09ad91139519161a267",0,"5a98b8cd414de27e9ef44d4a","91 % avis positifs (165,915 notes)"
9,59,100,0,3.69,29,42,"CN","longlongchenchen",85,3300,4.02,"5ae29b4e1baafe7c0109c5ae",0,"5e0ac4a79691cb6cc1fa7323","85 % avis positifs (3,300 notes)"
5,5,100,0,3,45,35,"CN","wisetqw",86,9857,4.05,"5a9e3a01ccf0c80c2d372870",0,"5e1847af3336f40fccedf031","86 % avis positifs (9,857 notes)"
14,93,1000,1,4.24,254,40,"CN","vvfashion2016",90,90105,4.2,"58131ddf6f55296033923a7c",1,"5cf22f0724fe055ca684c3a7","90 % avis positifs (90,105 notes)"
7,16,10000,1,3.94,1116,54,"CN","houxiandaili",88,3977,4.15,"5addba5481260b1ddfffe5a3",0,"5ccbd380b8ceed67d64eb36e","88 % avis positifs (3,977 notes)"
13,84,10000,1,4.07,2328,41,"CN","Treasure land",NULL,22173,4.2,"58ffff331a1cef16a78c78f4",0,"5c25a5209e480d5fa87c638a","(22,173 notes)"
2,6,1000,1,4.03,31,35,"CN","maligoodsmart",88,31138,4.12,"5abb2cf26be8733b5bf6844f",1,"5ea252f345b33212c1012e5e","88 % avis positifs (31,138 notes)"
4.73,7,100,1,4.4,86,35,"CN","maligoodsmart",88,31138,4.12,"5abb2cf26be8733b5bf6844f",1,"5cfdc9eaa9b0806c2f9aca41","88 % avis positifs (31,138 notes)"
11,37,20000,0,3.42,7596,39,"CN","Melantha",91,58068,4.31,"57875ba40cb30d38ba46f57d",1,"57d25f8877ba9b045e02cd12","91 % avis positifs (58,068 notes)"
8,122,5000,1,4,1355,34,"CN","MayLin1230",89,3532,4.2,"540ec1f21d2d431f2d4b5cb6",0,"5b220a09415f47162c1c155e","89 % avis positifs (3,532 notes)"
4.74,20,5000,0,4.05,784,40,"CN","Simple_style",NULL,213709,4.29,"58216982dd9916453fe2d1a1",0,"5a991e9dd236a537f1473439","(213,709 notes)"
8,7,10000,0,3.28,1649,30,"CN","xiaojubo",84,6818,3.98,"584a9e7421390e4cb68dec18",0,"5c9209128f5ca95fc2c046bd","84 % avis positifs (6,818 notes)"
3.66,26,100,1,3.2,10,140,"CN","Zhenxuan",NULL,269,3.34,"5e9c44cdf5b57cfb27118f62",0,"5eb64eca0c8dbe3dfc55c400","(269 notes)"
8,30,100,0,3.47,34,35,"CN","yingzuo",84,11030,3.95,"5498115d653d5121ae5409c9",0,"5d197f6647e7d46f98d78309","84 % avis positifs (11,030 notes)"
5.95,6,100,1,3.21,48,26,"US","silveres_9",81,2363,3.85,"5963882dd9b42511248ca27d",0,"5e902948fac97a32c1e5e38e","81 % avis positifs (2,363 notes)"
3.65,9,100,1,3.38,8,81,"CN","liulianbag",91,8888,4.24,"58e4a53ce070a80f9180685a",0,"5edf2bba26a6cf0388a44aad","91 % avis positifs (8,888 notes)"
2.81,3,5000,0,3.91,940,43,"CN","Cenic Beauty",87,42919,4.11,"564d8a9ac0f55a1276cd96f8",0,"5ccfcecb9abadb59845c93c8","87 % avis positifs (42,919 notes)"
4.66,5,10000,0,4.28,1594,41,"CN","Home Stuff",93,85562,4.39,"58a6971e0e16e97a6636a1b8",0,"5ab5c9b75194c936ddbdd8e7","93 % avis positifs (85,562 notes)"
5,5,10,0,5,0,8,"CN","renpingping",80,129,3.84,"5a3231f2e62bbc45b0bda1dd",0,"5ed1c059630f990d1d44592c","80 % avis positifs (129 notes)"
5,16,1000,1,4.23,62,41,"CN","Surper boutique",85,10501,4.03,"57086fd7fa6bee434d0e5852",0,"5eba2544300b031bc24ff8f6","85 % avis positifs (10,501 notes)"
8,7,100,1,3.33,3,40,"CN","duhan",93,619,4.37,"58402f95e24c5b06c6dccd35",0,"5ed49e6cbddbc879074ce8db","93 % avis positifs (619 notes)"
13,11,1000,1,3.53,302,43,"CN","jiangshanpu",81,4524,3.87,"5831ae002f5e534c0a485f06",0,"5e37c1ea08b64727ff894b5d","81 % avis positifs (4,524 notes)"
8,85,100,0,3.5,2,45,"CN","Justfashion",85,59234,3.99,"5667c747eb4b140fe963ba77",0,"5ea11f79e2a3123494955d83","85 % avis positifs (59,234 notes)"
